4 1611769576405 20939_0 44.656158607715724,44.65615860775211,44.656158607791134,44.6561586078328,44.65615860787711 10.935351177954,10.935351177959785,10.93535117796599,10.935351177972613,10.935351177979658 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_1 44.655212896788086,44.65520925893149,44.655205372074825,44.655201236218076,44.655196851361254 10.93431165899996,10.934311666107282,10.934311677592582,10.934311693455859,10.934311713697111 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_2 44.65576538620567,44.65576538624994,44.65576538629742,44.65576538634811,44.65576538640202 10.934962003786609,10.934962003790842,10.934962003795382,10.93496200380023,10.934962003805387 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_4 44.6560363307196,44.65603633070157,44.65603633068223,44.65603633066157,44.65603633063961 10.935362814392615,10.935362814400074,10.935362814408075,10.935362814416617,10.935362814425702 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_6 44.6556554267825,44.65565543165389,44.65565543950655,44.65565545034051,44.65565546415575 10.935074486597838,10.935074479493927,10.935074468012287,10.935074452152918,10.935074431915819 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_7 44.65491296634644,44.65491296637938,44.65491296641472,44.65491296645245,44.65491296649257 10.934223736510218,10.934223736509814,10.934223736509383,10.93422373650892,10.93422373650843 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_8 44.655710845344714,44.65571084532255,44.65571084529878,44.65571084527339,44.655710845246396 10.934844346479478,10.934844346482588,10.934844346485926,10.93484434648949,10.934844346493279 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_9 44.65648937117261,44.656489371178296,44.656489371184385,44.65648937119089,44.6564893711978 10.93600540429823,10.936005404309808,10.936005404322229,10.93600540433549,10.936005404349588 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_10 44.65643212422598,44.65610839715821,44.65576099008901,44.65538990301837,44.654995135946294 10.935813851172782,10.935480789307302,10.935123364618233,10.934741577105575,10.934335426769328 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_11 44.65657206210061,44.65657206214966,44.656572062202265,44.656572062258434,44.65657206231817 10.935896797547954,10.935896797553417,10.935896797559275,10.935896797565531,10.935896797572184 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_12 44.65559736718993,44.655597372024495,44.65559737983767,44.65559739062946,44.655597404399856 10.93502277184976,10.935022771857872,10.935022771866572,10.935022771875863,10.935022771885741 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_13 44.65583135320571,44.65566084868375,44.6554779195245,44.65528256572796,44.655074787294126 10.935245220378881,10.935059059291197,10.934859332674769,10.934646040529598,10.934419182855683 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_14 44.655519072901505,44.655519072902905,44.65551907290441,44.65551907290602,44.65551907290772 10.934380181941501,10.934380181943455,10.934380181945551,10.934380181947791,10.93438018195017 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_15 44.65542306757412,44.65545268725893,44.65548444157114,44.65551833051075,44.65555435407776 10.934365392064922,10.934374521067054,10.934384308008472,10.934394752889174,10.93440585570916 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_16 44.656515761861044,44.656515761853285,44.656515761844965,44.656515761836076,44.656515761826626 10.936071344096012,10.93607134409697,10.936071344097995,10.93607134409909,10.936071344100256 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_17 44.65606360114325,44.65606360115246,44.656063601162344,44.65606360117289,44.65606360118411 10.93540030957043,10.935400309570547,10.935400309570673,10.935400309570808,10.93540030957095 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_18 44.65610230752105,44.65610230753468,44.656102307549304,44.656102307564915,44.65610230758151 10.935273601699514,10.935273601696764,10.935273601693813,10.935273601690666,10.935273601687316 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_19 44.656520160372814,44.656520160406515,44.65652016044266,44.65652016048126,44.6565201605223 10.93568863461713,10.935688634617723,10.93568863461836,10.93568863461904,10.935688634619765 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_20 44.65656238550415,44.65656238554956,44.656562385598264,44.65656238565026,44.65656238570556 10.935909726922572,10.935909726928363,10.935909726934577,10.93590972694121,10.935909726948264 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_21 44.656394364684324,44.656394364733806,44.65639436478688,44.65639436484354,44.656394364903804 10.935852837665925,10.935852837662107,10.935852837658013,10.93585283765364,10.93585283764899 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_22 44.65590965533956,44.655909655332295,44.65590965532449,44.655909655316165,44.65590965530731 10.935352470884025,10.935352470882592,10.935352470881053,10.93535247087941,10.935352470877664 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_23 44.6566283622437,44.65662836226162,44.656628362280834,44.656628362301355,44.656628362323175 10.935823100120022,10.935823100130767,10.935823100142294,10.935823100154598,10.935823100167685 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_24 44.655311106855706,44.65529525408427,44.65527825762532,44.655260117478846,44.65524083364486 10.9343522751799,10.934352172464953,10.934352064223985,10.934351950456998,10.93435183116399 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_25 44.65526192209841,44.65527652225961,44.65529217845327,44.65530889067939,44.65532665893799 10.93435720225871,10.934364355194745,10.934372025504022,10.934380213186536,10.934388918242291 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_26 44.655710845385954,44.65571084540714,44.65571084542987,44.655710845454145,44.65571084547995 10.935036994160603,10.935036994167882,10.935036994175691,10.93503699418403,10.935036994192895 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
4 1611769576405 20939_27 44.655251437771845,44.65513269255482,44.655005364517244,44.654869453659124,44.65472495998046 10.934413738238105,10.934372771520707,10.934328839302655,10.934281941583947,10.934232078364584 1611769577405,1611769578405,1611769579405,1611769580405,1611769581405
5 1611769576484 20939_0 44.65615860770978,44.65615860773942,44.65615860777121,44.65615860780514,44.65615860784121 10.935351177947313,10.935351177946652,10.935351177945943,10.935351177945186,10.935351177944382 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_1 44.65522512564612,44.655232422864465,44.65524026066899,44.6552486390597,44.6552575580366 10.934319844480632,10.934327021046482,10.934334718719121,10.93434293749855,10.93435167738477 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_2 44.65576538619548,44.65576538622879,44.65576538626452,44.65576538630265,44.655765386343184 10.934962003786483,10.934962003790464,10.934962003794734,10.93496200379929,10.934962003804134 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_3 44.6560284135111,44.65602841349226,44.65602841347204,44.65602841345047,44.656028413427535 10.935190853707754,10.935190853708482,10.935190853709262,10.935190853710093,10.935190853710978 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_4 44.65603633073029,44.65603633072284,44.65603633071486,44.656036330706335,44.656036330697276 10.935362814387776,10.93536281439047,10.935362814393358,10.935362814396441,10.935362814399719 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_5 44.65549708063189,44.655497080620826,44.65549708060897,44.655497080596305,44.65549708058284 10.934402161874777,10.934402161873873,10.934402161872905,10.93440216187187,10.93440216187077 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_6 44.65565542688849,44.65565543184632,44.65565543977469,44.655655450673606,44.65565546454306 10.935074486422467,10.935074479171357,10.935074467556838,10.935074451578908,10.935074431237567 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_7 44.65491296633098,44.6549129663484,44.65491296636708,44.65491296638702,44.65491296640822 10.9342237365124,10.934223736514053,10.934223736515827,10.934223736517719,10.934223736519732 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_8 44.65571084535862,44.655710845350185,44.65571084534114,44.655710845331484,44.65571084532122 10.934844346480089,10.934844346483676,10.934844346487521,10.934844346491627,10.934844346495993 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_9 44.65648937118354,44.65648937119925,44.656489371216104,44.65648937123409,44.656489371253215 10.936005404286927,10.936005404287558,10.936005404288235,10.936005404288958,10.936005404289725 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_10 44.65640173028054,44.65607115666365,44.65571654440201,44.65533789349564,44.654935203944525 10.935782580845345,10.935442475042871,10.935077637434409,10.934688068019959,10.934273766799523 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_11 44.65657206210081,44.65657206214848,44.656572062199594,44.656572062254156,44.656572062312165 10.935896797545515,10.935896797548523,10.935896797551749,10.935896797555191,10.935896797558852 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_12 44.65559736731516,44.65559737225538,44.65559738016486,44.655597391043614,44.65559740489163 10.935022771844318,10.935022771847075,10.935022771850033,10.935022771853191,10.935022771856547 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_13 44.655865656159094,44.65573561724318,44.6555961410803,44.65544722767046,44.65528887701364 10.935282673198406,10.935140693468494,10.934988409917091,10.934825822544196,10.934652931349813 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_14 44.65551907293179,44.65551907296149,44.65551907299334,44.65551907302734,44.65551907306349 10.93438018194323,10.934380181946738,10.9343801819505,10.934380181954515,10.934380181958785 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_15 44.655408620833335,44.65542377411134,44.65544000716542,44.65545731999556,44.65547571260177 10.934359916330267,10.934363690536578,10.934367732977684,10.934372043653584,10.934376622564278 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_16 44.65651576186745,44.65651576186593,44.656515761864306,44.65651576186257,44.656515761860724 10.936071344098679,10.936071344102102,10.936071344105772,10.936071344109688,10.936071344113854 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_17 44.656063601134896,44.65606360113599,44.65606360113717,44.65606360113843,44.65606360113976 10.935400309573952,10.93540030957736,10.935400309581016,10.935400309584919,10.935400309589069 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_18 44.65609952295693,44.65609708403757,44.65609446932798,44.65609167882818,44.656088712538164 10.935277694352765,10.935281279006384,10.935285122031422,10.93528922342788,10.935293583195755 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_19 44.656712295119874,44.6568805813344,44.65706099713034,44.6572535425077,44.65745821746649 10.935860525933501,10.936011081385406,10.936172488436876,10.936344747087908,10.936527857338508 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_20 44.65656238548507,44.65656238551116,44.65656238553913,44.65656238556899,44.656562385600736 10.93590972692317,10.935909726929337,10.935909726935952,10.935909726943011,10.935909726950516 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_21 44.656394364659526,44.656394364684225,44.6563943647107,44.656394364738965,44.656394364769014 10.935852837672627,10.935852837675203,10.935852837677965,10.935852837680914,10.935852837684049 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_22 44.65590965533654,44.65590965532668,44.65590965531611,44.65590965530482,44.65590965529282 10.93535247089065,10.935352470895463,10.935352470900625,10.935352470906134,10.93535247091199 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_23 44.65662836222655,44.65662836222784,44.65662836222923,44.656628362230705,44.65662836223228 10.935823100110555,10.935823100112097,10.93582310011375,10.935823100115513,10.93582310011739 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_24 44.655315357047755,44.65530419704294,44.655292238103854,44.65527948023049,44.65526592342286 10.934350280744116,10.934348437645673,10.934346463610888,10.934344358639764,10.9343421227323 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_25 44.655253412358306,44.65525966587307,44.655266367805126,44.65527351815448,44.655281116921124 10.934351668940625,10.934353537793617,10.934355540212527,10.934357676197353,10.934359945748094 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_26 44.65571084537805,44.65571084539118,44.65571084540525,44.65571084542028,44.65571084543625 10.935036994159521,10.935036994165557,10.93503699417203,10.93503699417894,10.935036994186285 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
5 1611769576484 20939_27 44.65528009276013,44.655193710708986,44.65510112735163,44.65500234268806,44.65489735671826 10.934430637386113,10.934406978115987,10.934381617701554,10.934354556142807,10.93432579343975 1611769577484,1611769578484,1611769579484,1611769580484,1611769581484
6 1611769576563 20939_0 44.65615860769956,44.65615860771902,44.65615860773988,44.656158607762144,44.656158607785805 10.935351177948112,10.935351177948196,10.935351177948288,10.935351177948384,10.935351177948489 1611769577563,1611769578563,1611769579563,1611769580563,1611769581563
6 1611769576563 20939_1 44.655228292215526,44.655237830364825,44.655248066799984,44.655259001521,44.655270634527874 10.934324775591051,10.934335685272423,10.934347380919318,10.934359862531739,10.934373130109686 1611769577563,1611769578563,1611769579563,1611769580563,1611769581563
